ID_taxon	Super_class	Order	Family	Genus	Species	Max_length	Vertical_Distribution	Littoral	Continental_shelf	Continental_slope	Open_ocean	Habitat_soft	Habitat_rocky	Habitat_posidonia	Min_depth	Max_depth	Migration	Reproduction	Sex_reversal	Semelparity	Behavior	Diet	Trophic_level	Origin
388	osteichthyen	Pleuronectiformes	Pleuronectidae	Pleuronectes	Pleuronectes_platessa	100	Benthic	0	1	1	0	1	1	0	5	100	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.2	U
169	osteichthyen	Siluriformes	Plotosidae	Plotosus	Plotosus_lineatus	32	Benthic	1	1	0	0	1	1	0	1	60	Amphidromous	Oviparous	no	no	Both	Carnivorous	3.6	L
389	osteichthyen	Perciformes	Polyprionidae	Polyprion	Polyprion_americanus	200	Demersal	0	1	1	0	1	1	0	1	1000	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.1	U
390	osteichthyen	Perciformes	Haemulidae	Pomadasys	Pomadasys_incisus	50	Demersal	1	0	0	0	1	1	0	10	40	no	Oviparous	no	no	Gregarious	Carnivorous	3.8	U
170	osteichthyen	Perciformes	Haemulidae	Pomadasys	Pomadasys_stridens	16	Demersal	1	0	0	0	1	0	0	5	55	no	Oviparous	no	no	Gregarious	Carnivorous	4	L
391	osteichthyen	Perciformes	Pomatomidae	Pomatomus	Pomatomus_saltatrix	120	Pelagic	1	1	0	0	0	0	0	10	40	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.5	U
105	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_bathi	3.5	Benthic	1	0	0	0	1	0	0	2	10	no	Oviparous	no	no	Gregarious	Carnivorous	3.3	E
106	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_canestrinii	6.7	Benthic	1	0	0	0	1	0	0	2	10	Amphidromous	Oviparous	no	no	Solitary	Carnivorous	3.2	E
107	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_knerii	4	Benthic	1	0	0	0	1	0	0	1	10	no	Oviparous	no	no	Gregarious	Carnivorous	3.3	E
392	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_marmoratus	6.5	Benthic	1	0	0	0	1	0	0	1	20	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
393	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_microps	7	Benthic	1	0	0	0	1	0	0	1	5	Amphidromous	Oviparous	no	yes	Gregarious	Carnivorous	3.3	U
394	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_minutus	9.5	Benthic	1	0	0	0	1	0	0	1	20	no	Oviparous	no	yes	Both	Carnivorous	3.2	U
395	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_norvegicus	8	Benthic	0	1	0	0	1	0	0	20	325	no	Oviparous	no	no	Solitary	Omnivorous	3.5	U
108	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_pictus	6	Benthic	1	0	0	0	1	0	0	0.5	20	no	Oviparous	no	no	Gregarious	Carnivorous	3.1	E
109	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_quagga	5	Benthic	1	0	0	0	1	0	0	5	15	no	Oviparous	no	no	Gregarious	Carnivorous	3.3	E
110	osteichthyen	Perciformes	Gobiidae	Pomatoschistus	Pomatoschistus_tortonesei	3.7	Benthic	1	0	0	0	1	0	1	1	5	no	Oviparous	no	no	Solitary	Carnivorous	3.4	E
33	osteichthyen	Scorpaeniformes	Scorpaenidae	Pontinus	Pontinus_kuhlii	23	Benthic	0	1	1	0	0	1	0	100	450	no	Oviparous	no	no	Gregarious	Carnivorous	4.1	A
171	osteichthyen	Perciformes	Priacanthidae	Priacanthus	Priacanthus_hamrur	40	Demersal	0	1	0	0	0	1	0	5	250	no	Oviparous	no	no	Gregarious	Carnivorous	3.6	L
509	chondrichtyen	Carcharhiniformes	Carcharhinidae	Prionace	Prionace_glauca	385	Pelagic	0	0	0	1	0	0	0	1	400	Oceanodromous	Viviparous	no	no	Solitary	Carnivorous	4.4	U
34	chondrichtyen	Pristiformes	Pristidae	Pristis	Pristis_pectinata	760	Demersal	1	0	0	0	1	0	0	1	10	Amphidromous	Ovoviviparous	no	no	Solitary	Carnivorous	4.5	A
396	chondrichtyen	Pristiformes	Pristidae	Pristis	Pristis_pristis	500	Benthic	1	0	0	0	1	0	0	2	50	Oceanodromous	Ovoviviparous	no	no	NA	Carnivorous	4	U
35	osteichthyen	Perciformes	Nomeidae	Psenes	Psenes_pellucidus	90	Pelagic	0	0	1	1	0	0	0	1	500	no	Oviparous	no	no	Gregarious	Carnivorous	3.9	A
112	osteichthyen	Perciformes	Gobiidae	Pseudaphya	Pseudaphya_ferreri	3.5	Demersal	0	1	0	0	1	0	0	2	5	no	Oviparous	no	no	Gregarious	Carnivorous	3.1	E
397	osteichthyen	Perciformes	Carangidae	Pseudocaranx	Pseudocaranx_dentex	100	Pelagic	1	1	0	0	0	1	0	4	200	no	Oviparous	no	no	Gregarious	Omnivorous	3.9	U
36	osteichthyen	Perciformes	Mullidae	Pseudupeneus	Pseudupeneus_prayensis	55	Demersal	1	1	0	0	1	0	0	10	300	no	Oviparous	no	no	NA	Carnivorous	3.2	A
172	osteichthyen	Perciformes	Labridae	Pteragogus	Pteragogus_pelycus	15	Demersal	1	0	0	0	0	0	1	2	20	no	Oviparous	no	no	NA	Carnivorous	3.5	L
173	osteichthyen	Scorpaeniformes	Scorpaenidae	Pterois	Pterois_miles	35	Benthic	1	0	0	0	1	1	0	1	50	no	NA	no	no	Both	Piscivorous	3.7	L
398	chondrichtyen	Rajiformes	Myliobatidae	Pteromylaeus	Pteromylaeus_bovinus	150	Benthic	0	1	1	0	1	0	0	2	100	no	Ovoviviparous	no	no	Both	Carnivorous	3.8	U
269	chondrichtyen	Rajiformes	Dasyatidae	Pteroplatytrygon	Pteroplatytrygon_violacea	90	Pelagic	0	1	0	0	0	0	0	1	100	Oceanodromous	Ovoviviparous	no	no	Gregarious	Carnivorous	4.4	U
175	osteichthyen	Perciformes	Rachycentridae	Rachycentron	Rachycentron_canadum	200	Pelagic	0	1	1	1	0	0	0	1	1200	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4	L
400	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_asterias	75	Benthic	0	1	0	0	1	0	0	20	80	no	Oviparous	no	no	NA	Carnivorous	3.5	U
402	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_clavata	115	Benthic	0	1	1	0	1	1	0	10	300	no	Oviparous	no	no	NA	Carnivorous	3.8	U
404	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_miraletus	60	Benthic	0	1	0	0	1	0	0	40	150	no	Oviparous	no	no	NA	Carnivorous	3.8	U
405	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_montagui	100	Benthic	0	1	0	0	1	0	0	30	80	no	Oviparous	no	no	NA	Carnivorous	3.9	U
114	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_polystigma	60	Benthic	0	1	1	0	1	0	0	100	400	no	Oviparous	no	no	Solitary	Carnivorous	4	E
407	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_radula	75	Benthic	0	1	1	0	1	0	0	40	350	no	Oviparous	no	no	NA	Carnivorous	3.7	U
115	chondrichtyen	Rajiformes	Rajidae	Raja	Raja_rondeleti	50	Benthic	0	1	1	0	1	0	0	50	200	no	Oviparous	no	no	Solitary	Carnivorous	3.5	E
408	osteichthyen	Tetraodontiformes	Molidae	Ranzania	Ranzania_laevis	80	Pelagic	0	0	0	1	0	0	0	1	50	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.7	U
176	osteichthyen	Perciformes	Scombridae	Utrelliger	Rastrelliger_kanagurta	38	Pelagic	1	0	0	1	0	0	0	1	70	Oceanodromous	Oviparous	no	no	Gregarious	Omnivorous	3.2	L
582	osteichthyen	Lampridiformes	Regalecidae	Regalecus	Regalecus_glesne	1100	Pelagic	0	0	0	1	0	0	0	100	1000	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.2	U
409	osteichthyen	Perciformes	Echeneidae	Remora	Remora_brachyptera	40	Pelagic	0	0	0	1	0	0	0	1	50	Oceanodromous	NA	no	no	Solitary	Carnivorous	3.3	U
410	osteichthyen	Perciformes	Echeneidae	Remora	Remora_osteochir	45	Pelagic	0	0	0	1	0	0	0	1	50	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.5	U
411	osteichthyen	Perciformes	Echeneidae	Remora	Remora_remora	86	Pelagic	1	1	0	0	0	1	0	1	50	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.5	U
177	osteichthyen	Perciformes	Sparidae	Rhabdosargus	Rhabdosargus_haffara	35	Demersal	1	0	0	0	1	1	0	2	30	no	Oviparous	no	no	Solitary	Carnivorous	3.5	L
412	chondrichtyen	Rajiformes	Rhinobatidae	Rhinobatos	Rhinobatos_cemiculus	200	Benthic	0	1	0	0	1	0	0	5	50	no	Ovoviviparous	no	no	NA	Carnivorous	4	U
413	chondrichtyen	Rajiformes	Rhinobatidae	Rhinobatos	Rhinobatos_rhinobatos	100	Benthic	0	1	0	0	1	1	0	1	100	no	Ovoviviparous	no	no	NA	Carnivorous	4.1	U
414	chondrichtyen	Rajiformes	Rhinopteridae	Rhinoptera	Rhinoptera_marginata	200	Demersal	1	0	0	0	1	0	0	1	60	no	Ovoviviparous	no	no	Gregarious	Carnivorous	3.8	U
37	chondrichtyen	Carcharhiniformes	Carcharhinidae	Rhizoprionodon	Rhizoprionodon_acutus	180	Demersal	1	1	0	0	0	0	0	1	200	Amphidromous	Viviparous	no	no	Gregarious	Carnivorous	4.3	A
178	osteichthyen	Anguilliformes	Congridae	Rhynchoconger	Rhynchoconger_trewavasae	60	Demersal	0	1	0	0	1	0	0	300	500	no	NA	no	yes	NA	Carnivorous	3.9	L
642	osteichthyen	Gadiformes	Moridae	Rhynchogadus	Rhynchogadus_hepaticus	10	Pelagic	0	0	1	0	0	0	0	400	700	no	Oviparous	no	no	NA	Carnivorous	3.3	U
399	chondrichtyen	Rajiformes	Rajidae	Rostroraja	Rostroraja_alba	200	Benthic	0	1	1	0	1	0	0	40	200	no	Oviparous	no	no	NA	Carnivorous	4.4	U
594	osteichthyen	Perciformes	Gempylidae	Ruvettus	Ruvettus_pretiosus	200	Demersal	0	1	1	0	0	0	0	80	700	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.2	U
85	osteichthyen	Perciformes	Blenniidae	Salaria	Salaria_basilisca	18	Benthic	1	0	0	0	0	1	1	2	10	no	Oviparous	no	no	Solitary	Omnivorous	NA	E
336	osteichthyen	Perciformes	Blenniidae	Salaria	Salaria_pavo	13	Benthic	1	0	0	0	1	1	0	0.5	2	no	Oviparous	no	no	Solitary	Omnivorous	3.6	U
415	osteichthyen	Perciformes	Scombridae	Sarda	Sarda_sarda	95	Pelagic	1	0	0	0	0	0	0	1	50	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.5	U
416	osteichthyen	Clupeiformes	Clupeidae	Sardina	Sardina_pilchardus	25	Pelagic	0	0	0	1	0	0	0	5	60	Oceanodromous	Oviparous	no	no	Gregarious	Omnivorous	3.1	U
417	osteichthyen	Clupeiformes	Clupeidae	Sardinella	Sardinella_aurita	33	Pelagic	1	0	0	1	0	0	0	1	350	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.4	U
418	osteichthyen	Clupeiformes	Clupeidae	Sardinella	Sardinella_maderensis	30	Pelagic	0	0	0	1	0	0	0	5	50	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.2	U
179	osteichthyen	Beryciformes	Holocentridae	Sargocentron	Sargocentron_rubrum	27	Demersal	1	0	0	0	0	1	0	1	84	no	Oviparous	no	no	Gregarious	Carnivorous	3.6	L
419	osteichthyen	Perciformes	Sparidae	Sarpa	Sarpa_salpa	50	Demersal	1	0	0	0	0	1	1	1	15	Oceanodromous	Oviparous	Protandrous	no	Gregarious	Herbivorous	2	U
180	osteichthyen	Aulopiformes	Synodontidae	Saurida	Saurida_undosquamis	50	Benthic	1	1	0	0	1	0	0	20	225	Amphidromous	Oviparous	no	no	NA	Carnivorous	4.5	L
420	osteichthyen	Perciformes	Blenniidae	Scartella	Scartella_cristata	10	Benthic	1	0	0	0	0	1	1	0.5	2	no	Oviparous	no	no	Solitary	Omnivorous	2.5	U
181	osteichthyen	Perciformes	Scaridae	Scarus	Scarus_ghobban	75	Benthic	1	0	0	0	0	1	0	3	36	no	Oviparous	Protogynous	no	NA	Herbivorous	2	L
606	osteichthyen	Perciformes	Centrolophidae	Schedophilus	Schedophilus_medusophagus	50	Pelagic	0	0	0	1	0	0	0	1	100	no	Oviparous	no	no	NA	Carnivorous	4	U
607	osteichthyen	Perciformes	Centrolophidae	Schedophilus	Schedophilus_ovalis	100	Pelagic	0	0	0	1	0	0	0	1	250	no	Oviparous	Protogynous	no	NA	Carnivorous	3.5	U
421	osteichthyen	Perciformes	Sciaenidae	Sciaena	Sciaena_umbra	55	Benthic	0	1	0	0	0	1	1	10	30	no	Oviparous	no	no	Gregarious	Carnivorous	3.8	U
422	osteichthyen	Perciformes	Scombridae	Scomber	Scomber_japonicus	50	Pelagic	0	0	0	1	0	0	0	10	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.4	U
423	osteichthyen	Perciformes	Scombridae	Scomber	Scomber_scombrus	50	Pelagic	0	0	0	1	0	0	0	1	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.6	U
564	osteichthyen	Beloniformes	Scomberesocidae	Scomberesox	Scomberesox_saurus_saurus	50	Pelagic	1	0	0	1	0	0	0	1	15	no	Oviparous	no	no	Gregarious	Carnivorous	3.9	U
182	osteichthyen	Perciformes	Scombridae	Scomberomorus	Scomberomorus_commerson	220	Pelagic	1	0	0	1	0	0	0	1	220	Oceanodromous	Oviparous	no	no	NA	Carnivorous	4.5	L
424	osteichthyen	Perciformes	Scombridae	Scomberomorus	Scomberomorus_tritor	100	Pelagic	0	0	0	1	0	0	0	1	15	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.3	U
111	osteichthyen	Pleuronectiformes	Scophthtalmidae	Scophthalmus	Scophthalmus_maximus	110	Benthic	0	1	0	0	1	1	0	2	70	no	Oviparous	no	no	Solitary	Carnivorous	4.4	E
615	osteichthyen	Pleuronectiformes	Scophthtalmidae	Scophthalmus	Scophthalmus_rhombus	100	Benthic	0	1	0	0	1	0	0	2	70	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.4	U
612	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_elongata	55	Benthic	0	0	1	0	1	1	0	150	500	no	Oviparous	no	no	Solitary	Carnivorous	3.9	U
613	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_loppei	15	Benthic	0	1	0	0	1	1	0	100	200	no	Oviparous	no	no	Solitary	Carnivorous	3.5	U
425	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_maderensis	15	Benthic	1	0	0	0	0	1	0	3	20	no	Oviparous	no	no	Solitary	Carnivorous	4.1	U
426	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_notata	20	Benthic	1	0	0	0	0	1	0	10	50	no	Oviparous	no	no	Solitary	Carnivorous	3.7	U
427	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_porcus	30	Benthic	1	0	0	0	0	1	1	5	20	no	Oviparous	no	no	Solitary	Carnivorous	3.9	U
428	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_scrofa	50	Benthic	0	1	1	0	0	1	0	20	100	no	Oviparous	no	no	Solitary	Carnivorous	4.3	U
38	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaena	Scorpaena_stephanica	40	Demersal	1	0	0	0	1	1	0	80	600	no	Oviparous	no	no	Both	Carnivorous	4	A
116	osteichthyen	Scorpaeniformes	Scorpaenidae	Scorpaenodes	Scorpaenodes_arenai	11	Benthic	1	0	0	0	1	0	0	20	50	no	Oviparous	no	no	Solitary	Carnivorous	3.6	E
429	chondrichtyen	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus_canicula	100	Benthic	0	1	1	0	1	0	0	20	100	no	Oviparous	no	no	Gregarious	Carnivorous	3.8	U
430	chondrichtyen	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus_stellaris	190	Benthic	0	1	0	0	0	1	0	10	60	no	Oviparous	no	no	Solitary	Carnivorous	4	U
183	osteichthyen	Scorpaeniformes	Scorpaenidae	Sebastapistes	Sebastapistes_nuchalis	10	Benthic	1	0	0	0	1	1	0	1	10	no	Ovoviviparous	no	no	NA	Carnivorous	3.8	L
624	osteichthyen	Perciformes	Carangidae	Selene	Selene_dorsalis	36	Demersal	1	0	0	0	1	0	0	10	100	no	Oviparous	no	no	Gregarious	Carnivorous	4.1	A
39	osteichthyen	Perciformes	Carangidae	Seriola	Seriola_carpenteri	55	Pelagic	1	1	0	0	0	0	0	1	200	no	Oviparous	no	no	Gregarious	Carnivorous	4.5	A
431	osteichthyen	Perciformes	Carangidae	Seriola	Seriola_dumerili	190	Pelagic	0	0	0	1	0	0	0	20	70	Oceanodromous	Oviparous	no	no	Both	Carnivorous	4.5	U
40	osteichthyen	Perciformes	Carangidae	Seriola	Seriola_fasciata	75	Demersal	1	0	0	0	0	0	0	20	70	no	Oviparous	no	no	Gregarious	Carnivorous	4.5	A
41	osteichthyen	Perciformes	Carangidae	Seriola	Seriola_rivoliana	120	Pelagic	0	0	0	1	0	0	0	30	70	no	Oviparous	no	no	Gregarious	Carnivorous	4.5	A
42	osteichthyen	Perciformes	Serranidae	Serranus	Serranus_atricauda	30	Demersal	1	0	0	0	0	1	0	10	50	no	Oviparous	no	no	Solitary	Carnivorous	4.3	A
432	osteichthyen	Perciformes	Serranidae	Serranus	Serranus_cabrilla	40	Benthic	0	1	1	0	1	1	1	5	500	no	Oviparous	Hermaphrodite	no	Solitary	Carnivorous	3.4	U
433	osteichthyen	Perciformes	Serranidae	Serranus	Serranus_hepatus	25	Benthic	0	1	0	0	1	1	1	30	200	no	Oviparous	Hermaphrodite	no	Solitary	Carnivorous	3.5	U
434	osteichthyen	Perciformes	Serranidae	Serranus	Serranus_scriba	36	Benthic	1	0	0	0	0	1	1	5	30	no	Oviparous	Hermaphrodite	no	Solitary	Carnivorous	3.8	U
184	osteichthyen	Perciformes	Siganidae	Siganus	Siganus_luridus	25	Demersal	1	1	0	0	0	1	0	1	40	no	Oviparous	no	no	Both	Herbivorous	2	L
185	osteichthyen	Perciformes	Siganidae	Siganus	Siganus_rivulatus	30	Demersal	1	1	0	0	0	1	1	1	60	no	Oviparous	no	no	Gregarious	Carnivorous	2	L
186	osteichthyen	Perciformes	Gobiidae	Silhouettea	Silhouettea_aegyptia	4.4	Benthic	1	0	0	0	1	0	0	1	5	no	Oviparous	no	no	NA	Carnivorous	3.3	L
187	osteichthyen	Perciformes	Sillaginidae	Sillago	Sillago_sihama	25	Demersal	1	0	0	0	1	0	0	1	20	Amphidromous	Oviparous	no	no	NA	Carnivorous	3.3	L
117	osteichthyen	Pleuronectiformes	Soleidae	Solea	Solea_aegyptiaca	30	Benthic	1	0	0	0	1	0	0	1	50	no	Oviparous	no	no	NA	Carnivorous	3.2	E
43	osteichthyen	Pleuronectiformes	Soleidae	Solea	Solea_senegalensis	60	Demersal	1	0	0	0	1	0	0	12	65	no	Oviparous	no	no	Solitary	Carnivorous	3.3	A
439	osteichthyen	Pleuronectiformes	Soleidae	Solea	Solea_solea	70	Benthic	0	1	0	0	1	0	0	1	80	no	Oviparous	no	no	Solitary	Carnivorous	3.2	U
517	chondrichtyen	Squaliformes	Somniosidae	Somniosus	Somniosus_rostratus	140	Demersal	0	1	1	0	0	0	0	200	1000	no	Ovoviviparous	no	no	Solitary	Carnivorous	4.2	U
188	osteichthyen	Scorpaeniformes	Platycephalidae	Sorsogona	Sorsogona_prionota	20	Demersal	1	0	0	0	1	0	0	1	100	no	NA	no	no	NA	Carnivorous	3.7	L
592	osteichthyen	Perciformes	Scaridae	Sparisoma	Sparisoma_cretense	50	Benthic	1	0	0	0	0	1	1	3	20	no	Oviparous	no	no	NA	Herbivorous	2.9	U
440	osteichthyen	Perciformes	Sparidae	Sparus	Sparus_aurata	70	Demersal	1	0	0	0	1	1	1	10	30	no	Oviparous	Protandrous	no	Both	Omnivorous	3.7	U
118	osteichthyen	Perciformes	Gobiidae	Speleogobius	Speleogobius_trigloides	2.3	Benthic	1	0	0	0	0	1	0	8	30	no	Oviparous	no	no	Solitary	Omnivorous	3	E
441	osteichthyen	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides_cutaneus	25	Demersal	0	1	0	0	1	1	0	20	200	no	Oviparous	no	no	NA	Carnivorous	4.2	U
625	osteichthyen	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides_marmoratus	20	Demersal	1	0	0	0	1	1	0	3	90	no	Oviparous	no	no	Solitary	Herbivorous	3.2	A
44	osteichthyen	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides_pachygaster	25	Demersal	0	1	1	0	1	1	0	20	200	no	Oviparous	no	no	Solitary	Carnivorous	4.2	A
45	osteichthyen	Tetraodontiformes	Tetraodontidae	Sphoeroides	Sphoeroides_spengleri	30	Benthic	1	1	0	0	1	1	1	2	70	no	Oviparous	no	no	Solitary	Carnivorous	3.3	A
189	osteichthyen	Perciformes	Sphyraenidae	Sphyraena	Sphyraena_chrysotaenia	40	Pelagic	0	1	1	1	0	0	0	1	20	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4	L
190	osteichthyen	Perciformes	Sphyraenidae	Sphyraena	Sphyraena_flavicauda	60	Demersal	1	0	0	0	0	0	0	2	25	no	Oviparous	no	no	Gregarious	Carnivorous	3.8	L
442	osteichthyen	Perciformes	Sphyraenidae	Sphyraena	Sphyraena_sphyraena	165	Pelagic	1	0	0	0	0	0	0	5	40	no	Oviparous	no	no	Gregarious	Carnivorous	4	U
119	osteichthyen	Perciformes	Sphyraenidae	Sphyraena	Sphyraena_viridensis	165	Pelagic	0	0	0	1	0	0	0	5	30	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.3	E
443	chondrichtyen	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna_lewini	430	Pelagic	0	0	0	1	0	0	0	1	500	Oceanodromous	Viviparous	no	no	Both	Carnivorous	4.1	U
46	chondrichtyen	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna_mokarran	610	Pelagic	1	1	1	0	0	1	0	1	300	Oceanodromous	Viviparous	no	no	Solitary	Carnivorous	4.3	A
444	chondrichtyen	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna_tudes	150	Pelagic	1	0	0	0	0	0	NA	1	12	no	Viviparous	no	no	NA	Carnivorous	3.6	U
445	chondrichtyen	Carcharhiniformes	Sphyrnidae	Sphyrna	Sphyrna_zygaena	420	Pelagic	0	0	0	1	0	0	0	1	20	Oceanodromous	Viviparous	no	no	Gregarious	Carnivorous	4.9	U
446	osteichthyen	Perciformes	Centracanthidae	Spicara	Spicara_flexuosa	22	Demersal	1	0	0	0	1	0	0	5	50	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.2	U
447	osteichthyen	Perciformes	Centracanthidae	Spicara	Spicara_maena	26	Demersal	1	0	0	0	1	1	1	5	50	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	4.2	U
448	osteichthyen	Perciformes	Centracanthidae	Spicara	Spicara_smaris	22	Pelagic	0	1	0	0	1	1	1	15	70	no	Oviparous	no	no	Gregarious	Carnivorous	3	U
449	osteichthyen	Perciformes	Sparidae	Spondyliosoma	Spondyliosoma_cantharus	70	Demersal	0	1	0	0	1	1	1	10	60	Oceanodromous	Oviparous	Protogynous	no	Gregarious	Omnivorous	3.3	U
191	osteichthyen	Clupeiformes	Clupeidae	Spratelloides	Spratelloides_delicatulus	7	Pelagic	1	0	0	0	0	0	0	1	20	no	Oviparous	no	no	Gregarious	Carnivorous	3.1	L
120	osteichthyen	Clupeiformes	Clupeidae	Sprattus	Sprattus_sprattus	18	Pelagic	1	1	0	1	0	0	0	5	50	Oceanodromous	Oviparous	no	no	Gregarious	Omnivorous	3	E
518	chondrichtyen	Squaliformes	Squalidae	Squalus	Squalus_acanthias	160	Demersal	0	1	1	0	1	0	0	10	200	Oceanodromous	Ovoviviparous	no	no	Solitary	Carnivorous	4.4	U
519	chondrichtyen	Squaliformes	Squalidae	Squalus	Squalus_blainville	110	Demersal	0	1	1	0	0	0	0	15	700	no	Ovoviviparous	no	no	Gregarious	Carnivorous	4	U
450	chondrichtyen	Squatiniformes	Squatinidae	Squatina	Squatina_aculeata	200	Benthic	0	1	1	0	1	0	0	30	500	no	Ovoviviparous	no	no	NA	Carnivorous	4	U
451	chondrichtyen	Squatiniformes	Squatinidae	Squatina	Squatina_oculata	200	Benthic	0	1	1	0	1	0	0	20	100	no	Ovoviviparous	no	no	NA	Piscivorous	4	U
452	chondrichtyen	Squatiniformes	Squatinidae	Squatina	Squatina_squatina	250	Benthic	0	1	1	0	1	0	0	5	100	Oceanodromous	Ovoviviparous	no	no	NA	Carnivorous	4.1	U
192	osteichthyen	Tetraodontiformes	Monacanthidae	Stephanolepis	Stephanolepis_diaspros	28	Demersal	1	0	0	0	0	1	1	1	60	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	2.8	L
530	osteichthyen	Stomiiformes	Stomiidae	Stomias	Stomias_boa_boa	50	Pelagic	0	0	0	1	1	0	0	1000	4000	no	Oviparous	no	no	NA	Carnivorous	4	U
453	osteichthyen	Perciformes	Stromateidae	Stromateus	Stromateus_fiatola	55	Pelagic	0	0	0	1	0	0	0	10	70	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4	U
454	osteichthyen	Aulopiformes	Paralepididae	Sudis	Sudis_hyalina	100	Pelagic	0	0	0	1	0	0	0	200	2000	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.1	U
554	osteichthyen	Myctophiformes	Myctophidae	Symbolophorus	Symbolophorus_veranyi	12	Pelagic	0	0	0	1	0	0	0	1	800	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.3	U
455	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_bailloni	20	Demersal	1	0	0	0	0	1	1	1	50	no	Oviparous	Protogynous	no	NA	Carnivorous	3.3	U
121	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_cinereus	12	Benthic	1	0	0	0	1	0	1	5	20	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.5	E
122	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_doderleini	10	Benthic	1	0	0	0	0	1	1	5	30	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.4	E
456	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_mediterraneus	18	Demersal	1	0	0	0	0	1	1	3	20	no	Oviparous	no	no	NA	Carnivorous	3.2	U
123	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_melanocercus	14	Demersal	1	0	0	0	0	1	1	3	15	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.2	E
461	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_melops	25	Benthic	1	0	0	0	0	1	0	2	15	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.4	U
